,n_genes,dataset
"""P308_17_146""",1088,human_liver_2019
"""P308_17_147""",393,human_liver_2019
"""P308_17_150""",894,human_liver_2019
"""P308_17_151""",1943,human_liver_2019
"""P308_17_152""",1597,human_liver_2019
"""P308_17_154""",840,human_liver_2019
"""P308_17_155""",1143,human_liver_2019
"""P308_17_157""",1818,human_liver_2019
"""P308_17_159""",1322,human_liver_2019
"""P308_17_162""",1443,human_liver_2019
"""P308_17_163""",1195,human_liver_2019
"""P308_17_164""",1983,human_liver_2019
"""P308_17_165""",999,human_liver_2019
"""P308_17_166""",1329,human_liver_2019
"""P308_17_167""",1333,human_liver_2019
"""P308_17_169""",644,human_liver_2019
"""P308_17_170""",737,human_liver_2019
"""P308_17_171""",558,human_liver_2019
"""P308_17_172""",1234,human_liver_2019
"""P308_17_173""",1001,human_liver_2019
"""P308_17_174""",670,human_liver_2019
"""P308_17_175""",566,human_liver_2019
"""P308_17_176""",1563,human_liver_2019
"""P308_17_178""",1205,human_liver_2019
"""P308_17_179""",874,human_liver_2019
"""P308_17_180""",568,human_liver_2019
"""P308_17_181""",1001,human_liver_2019
"""P308_17_182""",599,human_liver_2019
"""P308_17_183""",1253,human_liver_2019
"""P308_17_184""",1156,human_liver_2019
"""P308_17_186""",751,human_liver_2019
"""P308_17_187""",1204,human_liver_2019
"""P308_17_188""",923,human_liver_2019
"""P308_17_189""",1401,human_liver_2019
"""P308_17_190""",1315,human_liver_2019
"""P308_17_191""",1127,human_liver_2019
"""P308_17_192""",698,human_liver_2019
"""P308_18_3""",724,human_liver_2019
"""P308_18_5""",1211,human_liver_2019
"""P308_18_6""",1040,human_liver_2019
"""P308_18_8""",1268,human_liver_2019
"""P308_18_11""",1816,human_liver_2019
"""P308_18_13""",1553,human_liver_2019
"""P308_18_17""",495,human_liver_2019
"""P308_18_23""",1798,human_liver_2019
"""P308_18_25""",842,human_liver_2019
"""P308_18_30""",1692,human_liver_2019
"""P308_18_31""",1764,human_liver_2019
"""P308_18_32""",939,human_liver_2019
"""P308_18_33""",2343,human_liver_2019
"""P308_18_34""",629,human_liver_2019
"""P308_18_36""",1970,human_liver_2019
"""P308_18_38""",1352,human_liver_2019
"""P308_18_39""",1444,human_liver_2019
"""P308_18_40""",1957,human_liver_2019
"""P308_18_41""",313,human_liver_2019
"""P308_18_44""",1260,human_liver_2019
"""P308_18_45""",709,human_liver_2019
"""P308_18_46""",1172,human_liver_2019
"""P308_18_47""",1022,human_liver_2019
"""P308_18_48""",889,human_liver_2019
"""P308_18_50""",494,human_liver_2019
"""P308_18_51""",636,human_liver_2019
"""P308_18_54""",724,human_liver_2019
"""P308_18_55""",1090,human_liver_2019
"""P308_18_57""",1117,human_liver_2019
"""P308_18_58""",2513,human_liver_2019
"""P308_18_59""",1277,human_liver_2019
"""P308_18_60""",1534,human_liver_2019
"""P308_18_63""",874,human_liver_2019
"""P308_18_64""",1558,human_liver_2019
"""P308_18_65""",1679,human_liver_2019
"""P308_18_67""",464,human_liver_2019
"""P308_18_68""",1396,human_liver_2019
"""P308_18_70""",803,human_liver_2019
"""P308_18_71""",930,human_liver_2019
"""P308_18_72""",1145,human_liver_2019
"""P308_18_73""",1227,human_liver_2019
"""P308_18_74""",1315,human_liver_2019
"""P308_18_77""",2117,human_liver_2019
"""P308_18_78""",1213,human_liver_2019
"""P308_18_79""",552,human_liver_2019
"""P308_18_80""",1470,human_liver_2019
"""P308_18_81""",759,human_liver_2019
"""P308_18_82""",1000,human_liver_2019
"""P308_18_86""",1087,human_liver_2019
"""P308_18_90""",663,human_liver_2019
"""P308_18_91""",1201,human_liver_2019
"""P308_18_92""",1914,human_liver_2019
"""P308_18_93""",1386,human_liver_2019
"""P308_18_94""",956,human_liver_2019
"""P308_18_96""",959,human_liver_2019
"""P308_19_2""",868,human_liver_2019
"""P308_19_4""",1767,human_liver_2019
"""P308_19_6""",985,human_liver_2019
"""P308_19_8""",1399,human_liver_2019
"""P308_19_10""",606,human_liver_2019
"""P308_19_13""",1044,human_liver_2019
"""P308_19_15""",785,human_liver_2019
"""P308_19_16""",1730,human_liver_2019
"""P308_19_17""",656,human_liver_2019
"""P308_19_19""",706,human_liver_2019
"""P308_19_20""",1242,human_liver_2019
"""P308_19_21""",390,human_liver_2019
"""P308_19_22""",967,human_liver_2019
"""P308_19_24""",1565,human_liver_2019
"""P308_19_27""",1979,human_liver_2019
"""P308_19_28""",372,human_liver_2019
"""P308_19_29""",1032,human_liver_2019
"""P308_19_30""",1357,human_liver_2019
"""P308_19_31""",2175,human_liver_2019
"""P308_19_34""",653,human_liver_2019
"""P308_19_35""",859,human_liver_2019
"""P308_19_36""",859,human_liver_2019
"""P308_19_37""",942,human_liver_2019
"""P308_19_39""",1015,human_liver_2019
"""P308_19_41""",1390,human_liver_2019
"""P308_19_44""",1235,human_liver_2019
"""P308_19_45""",1441,human_liver_2019
"""P308_19_46""",1164,human_liver_2019
"""P308_19_49""",526,human_liver_2019
"""P308_19_53""",1386,human_liver_2019
"""P308_19_54""",1598,human_liver_2019
"""P308_19_55""",446,human_liver_2019
"""P308_19_57""",1196,human_liver_2019
"""P308_19_58""",524,human_liver_2019
"""P308_19_59""",1040,human_liver_2019
"""P308_19_60""",1421,human_liver_2019
"""P308_19_61""",573,human_liver_2019
"""P308_19_62""",1005,human_liver_2019
"""P308_19_63""",1310,human_liver_2019
"""P308_19_65""",582,human_liver_2019
"""P308_19_66""",422,human_liver_2019
"""P308_19_67""",788,human_liver_2019
"""P308_19_69""",1103,human_liver_2019
"""P308_19_70""",1246,human_liver_2019
"""P308_19_71""",1176,human_liver_2019
"""P308_19_73""",1022,human_liver_2019
"""P308_19_74""",1531,human_liver_2019
"""P308_19_75""",1142,human_liver_2019
"""P308_19_76""",528,human_liver_2019
"""P308_19_77""",1411,human_liver_2019
"""P308_19_78""",1906,human_liver_2019
"""P308_19_79""",2431,human_liver_2019
"""P308_19_80""",1192,human_liver_2019
"""P308_19_82""",784,human_liver_2019
"""P308_19_83""",954,human_liver_2019
"""P308_19_84""",502,human_liver_2019
"""P308_19_85""",1121,human_liver_2019
"""P308_19_86""",1140,human_liver_2019
"""P308_19_88""",2162,human_liver_2019
"""P308_19_91""",473,human_liver_2019
"""P308_19_92""",1346,human_liver_2019
"""P308_19_93""",2688,human_liver_2019
"""P308_19_95""",721,human_liver_2019
"""P308_19_96""",972,human_liver_2019
"""P308_2_97""",1853,human_liver_2019
"""P308_2_98""",1303,human_liver_2019
"""P308_2_100""",105,human_liver_2019
"""P308_2_103""",1489,human_liver_2019
"""P308_2_107""",1136,human_liver_2019
"""P308_2_109""",1279,human_liver_2019
"""P308_2_110""",3399,human_liver_2019
"""P308_2_112""",1116,human_liver_2019
"""P308_2_114""",740,human_liver_2019
"""P308_2_118""",1506,human_liver_2019
"""P308_2_119""",3601,human_liver_2019
"""P308_2_120""",1473,human_liver_2019
"""P308_2_124""",95,human_liver_2019
"""P308_2_125""",1212,human_liver_2019
"""P308_2_126""",1260,human_liver_2019
"""P308_2_127""",1385,human_liver_2019
"""P308_2_130""",1219,human_liver_2019
"""P308_2_131""",2511,human_liver_2019
"""P308_2_132""",1140,human_liver_2019
"""P308_2_134""",2891,human_liver_2019
"""P308_2_135""",1005,human_liver_2019
"""P308_2_136""",1178,human_liver_2019
"""P308_2_138""",3048,human_liver_2019
"""P308_2_139""",1118,human_liver_2019
"""P308_2_140""",1018,human_liver_2019
"""P308_2_141""",1870,human_liver_2019
"""P308_2_142""",1196,human_liver_2019
"""P308_2_143""",1203,human_liver_2019
"""P308_2_144""",555,human_liver_2019
"""P308_2_146""",1441,human_liver_2019
"""P308_2_148""",3036,human_liver_2019
"""P308_2_150""",1033,human_liver_2019
"""P308_2_151""",2402,human_liver_2019
"""P308_2_152""",1862,human_liver_2019
"""P308_2_153""",1244,human_liver_2019
"""P308_2_154""",2168,human_liver_2019
"""P308_2_155""",3230,human_liver_2019
"""P308_2_157""",1815,human_liver_2019
"""P308_2_159""",676,human_liver_2019
"""P308_2_163""",858,human_liver_2019
"""P308_2_165""",1929,human_liver_2019
"""P308_2_166""",979,human_liver_2019
"""P308_2_168""",779,human_liver_2019
"""P308_2_169""",2265,human_liver_2019
"""P308_2_170""",1892,human_liver_2019
"""P308_2_171""",1768,human_liver_2019
"""P308_2_172""",1786,human_liver_2019
"""P308_2_173""",1982,human_liver_2019
"""P308_2_174""",885,human_liver_2019
"""P308_2_175""",1577,human_liver_2019
"""P308_2_176""",1693,human_liver_2019
"""P308_2_178""",1736,human_liver_2019
"""P308_2_181""",631,human_liver_2019
"""P308_2_182""",874,human_liver_2019
"""P308_2_183""",589,human_liver_2019
"""P308_2_184""",1105,human_liver_2019
"""P308_2_188""",1434,human_liver_2019
"""P308_2_189""",1164,human_liver_2019
"""P308_2_190""",1419,human_liver_2019
"""P308_2_192""",1284,human_liver_2019
"""P308_21_99""",593,human_liver_2019
"""P308_21_102""",484,human_liver_2019
"""P308_21_103""",1699,human_liver_2019
"""P308_21_106""",3268,human_liver_2019
"""P308_21_107""",1152,human_liver_2019
"""P308_21_109""",2171,human_liver_2019
"""P308_21_110""",893,human_liver_2019
"""P308_21_115""",994,human_liver_2019
"""P308_21_116""",1044,human_liver_2019
"""P308_21_117""",832,human_liver_2019
"""P308_21_118""",1098,human_liver_2019
"""P308_21_120""",907,human_liver_2019
"""P308_21_124""",1021,human_liver_2019
"""P308_21_127""",539,human_liver_2019
"""P308_21_131""",1006,human_liver_2019
"""P308_21_132""",817,human_liver_2019
"""P308_21_133""",584,human_liver_2019
"""P308_21_134""",734,human_liver_2019
"""P308_21_135""",525,human_liver_2019
"""P308_21_138""",1051,human_liver_2019
"""P308_21_139""",1442,human_liver_2019
"""P308_21_140""",1653,human_liver_2019
"""P308_21_141""",1068,human_liver_2019
"""P308_21_145""",908,human_liver_2019
"""P308_21_149""",1170,human_liver_2019
"""P308_21_151""",1040,human_liver_2019
"""P308_21_152""",554,human_liver_2019
"""P308_21_153""",1041,human_liver_2019
"""P308_21_157""",470,human_liver_2019
"""P308_21_158""",696,human_liver_2019
"""P308_21_160""",527,human_liver_2019
"""P308_21_165""",780,human_liver_2019
"""P308_21_166""",1081,human_liver_2019
"""P308_21_167""",724,human_liver_2019
"""P308_21_171""",649,human_liver_2019
"""P308_21_172""",683,human_liver_2019
"""P308_21_173""",646,human_liver_2019
"""P308_21_181""",624,human_liver_2019
"""P308_21_182""",657,human_liver_2019
"""P308_21_184""",904,human_liver_2019
"""P308_22_3""",545,human_liver_2019
"""P308_22_4""",714,human_liver_2019
"""P308_22_5""",837,human_liver_2019
"""P308_22_7""",665,human_liver_2019
"""P308_22_10""",670,human_liver_2019
"""P308_22_12""",974,human_liver_2019
"""P308_22_13""",770,human_liver_2019
"""P308_22_22""",425,human_liver_2019
"""P308_22_26""",415,human_liver_2019
"""P308_22_31""",972,human_liver_2019
"""P308_22_32""",396,human_liver_2019
"""P308_22_33""",820,human_liver_2019
"""P308_22_40""",1400,human_liver_2019
"""P308_22_41""",782,human_liver_2019
"""P308_22_46""",620,human_liver_2019
"""P308_22_47""",823,human_liver_2019
"""P308_22_48""",664,human_liver_2019
"""P308_22_57""",464,human_liver_2019
"""P308_22_58""",586,human_liver_2019
"""P308_22_61""",507,human_liver_2019
"""P308_22_63""",877,human_liver_2019
"""P308_22_70""",613,human_liver_2019
"""P308_22_71""",873,human_liver_2019
"""P308_22_72""",643,human_liver_2019
"""P308_22_78""",589,human_liver_2019
"""P308_22_79""",844,human_liver_2019
"""P308_22_89""",532,human_liver_2019
"""P308_22_90""",776,human_liver_2019
"""P308_22_91""",465,human_liver_2019
"""P308_22_95""",563,human_liver_2019
"""P308_23_3""",867,human_liver_2019
"""P308_23_4""",1787,human_liver_2019
"""P308_23_5""",1998,human_liver_2019
"""P308_23_7""",2042,human_liver_2019
"""P308_23_8""",1372,human_liver_2019
"""P308_23_10""",2316,human_liver_2019
"""P308_23_11""",3118,human_liver_2019
"""P308_23_12""",127,human_liver_2019
"""P308_23_13""",199,human_liver_2019
"""P308_23_14""",460,human_liver_2019
"""P308_23_15""",2053,human_liver_2019
"""P308_23_16""",1385,human_liver_2019
"""P308_23_17""",2600,human_liver_2019
"""P308_23_18""",2651,human_liver_2019
"""P308_23_19""",1076,human_liver_2019
"""P308_23_20""",614,human_liver_2019
"""P308_23_21""",1745,human_liver_2019
"""P308_23_22""",2258,human_liver_2019
"""P308_23_23""",1236,human_liver_2019
"""P308_23_24""",1199,human_liver_2019
"""P308_23_26""",1997,human_liver_2019
"""P308_23_27""",283,human_liver_2019
"""P308_23_28""",1158,human_liver_2019
"""P308_23_29""",96,human_liver_2019
"""P308_23_30""",295,human_liver_2019
"""P308_23_31""",461,human_liver_2019
"""P308_23_32""",1653,human_liver_2019
"""P308_23_33""",1064,human_liver_2019
"""P308_23_34""",2218,human_liver_2019
"""P308_23_36""",176,human_liver_2019
"""P308_23_37""",1222,human_liver_2019
"""P308_23_39""",178,human_liver_2019
"""P308_23_41""",131,human_liver_2019
"""P308_23_42""",1554,human_liver_2019
"""P308_23_43""",181,human_liver_2019
"""P308_23_45""",2536,human_liver_2019
"""P308_23_47""",2331,human_liver_2019
"""P308_23_48""",2257,human_liver_2019
"""P308_23_49""",1433,human_liver_2019
"""P308_23_50""",1771,human_liver_2019
"""P308_23_54""",886,human_liver_2019
"""P308_23_55""",2109,human_liver_2019
"""P308_23_57""",326,human_liver_2019
"""P308_23_58""",108,human_liver_2019
"""P308_23_59""",133,human_liver_2019
"""P308_23_61""",1350,human_liver_2019
"""P308_23_62""",262,human_liver_2019
"""P308_23_63""",1598,human_liver_2019
"""P308_23_64""",901,human_liver_2019
"""P308_23_66""",1624,human_liver_2019
"""P308_23_67""",1823,human_liver_2019
"""P308_23_71""",348,human_liver_2019
"""P308_23_72""",123,human_liver_2019
"""P308_23_73""",670,human_liver_2019
"""P308_23_74""",420,human_liver_2019
"""P308_23_75""",1330,human_liver_2019
"""P308_23_77""",1954,human_liver_2019
"""P308_23_79""",2922,human_liver_2019
"""P308_23_80""",655,human_liver_2019
"""P308_23_82""",1150,human_liver_2019
"""P308_23_83""",732,human_liver_2019
"""P308_23_84""",749,human_liver_2019
"""P308_23_85""",182,human_liver_2019
"""P308_23_86""",180,human_liver_2019
"""P308_23_87""",413,human_liver_2019
"""P308_23_88""",575,human_liver_2019
"""P308_23_89""",126,human_liver_2019
"""P308_23_90""",922,human_liver_2019
"""P308_23_91""",1703,human_liver_2019
"""P308_23_92""",1008,human_liver_2019
"""P308_23_93""",2495,human_liver_2019
"""P308_23_94""",946,human_liver_2019
"""P308_24_97""",128,human_liver_2019
"""P308_24_98""",396,human_liver_2019
"""P308_24_99""",77,human_liver_2019
"""P308_24_100""",2625,human_liver_2019
"""P308_24_101""",2103,human_liver_2019
"""P308_24_102""",1976,human_liver_2019
"""P308_24_103""",1122,human_liver_2019
"""P308_24_104""",2288,human_liver_2019
"""P308_24_105""",321,human_liver_2019
"""P308_24_106""",1657,human_liver_2019
"""P308_24_107""",899,human_liver_2019
"""P308_24_109""",790,human_liver_2019
"""P308_24_111""",1731,human_liver_2019
"""P308_24_112""",2678,human_liver_2019
"""P308_24_113""",1749,human_liver_2019
"""P308_24_114""",1772,human_liver_2019
"""P308_24_115""",319,human_liver_2019
"""P308_24_116""",1778,human_liver_2019
"""P308_24_118""",2346,human_liver_2019
"""P308_24_119""",1799,human_liver_2019
"""P308_24_120""",6651,human_liver_2019
"""P308_24_121""",1460,human_liver_2019
"""P308_24_122""",463,human_liver_2019
"""P308_24_123""",1233,human_liver_2019
"""P308_24_124""",427,human_liver_2019
"""P308_24_125""",1497,human_liver_2019
"""P308_24_126""",406,human_liver_2019
"""P308_24_127""",99,human_liver_2019
"""P308_24_128""",219,human_liver_2019
"""P308_24_130""",1453,human_liver_2019
"""P308_24_131""",139,human_liver_2019
"""P308_24_132""",403,human_liver_2019
"""P308_24_134""",2091,human_liver_2019
"""P308_24_135""",604,human_liver_2019
"""P308_24_136""",1488,human_liver_2019
"""P308_24_137""",1503,human_liver_2019
"""P308_24_138""",152,human_liver_2019
"""P308_24_139""",578,human_liver_2019
"""P308_24_140""",1219,human_liver_2019
"""P308_24_142""",1351,human_liver_2019
"""P308_24_143""",938,human_liver_2019
"""P308_24_145""",2194,human_liver_2019
"""P308_24_147""",1184,human_liver_2019
"""P308_24_149""",784,human_liver_2019
"""P308_24_150""",430,human_liver_2019
"""P308_24_151""",328,human_liver_2019
"""P308_24_152""",1392,human_liver_2019
"""P308_24_153""",270,human_liver_2019
"""P308_24_154""",3570,human_liver_2019
"""P308_24_155""",92,human_liver_2019
"""P308_24_157""",167,human_liver_2019
"""P308_24_158""",287,human_liver_2019
"""P308_24_159""",1482,human_liver_2019
"""P308_24_160""",205,human_liver_2019
"""P308_24_162""",344,human_liver_2019
"""P308_24_163""",824,human_liver_2019
"""P308_24_165""",1389,human_liver_2019
"""P308_24_166""",1065,human_liver_2019
"""P308_24_168""",832,human_liver_2019
"""P308_24_169""",737,human_liver_2019
"""P308_24_171""",198,human_liver_2019
"""P308_24_172""",960,human_liver_2019
"""P308_24_173""",1445,human_liver_2019
"""P308_24_174""",364,human_liver_2019
"""P308_24_175""",2399,human_liver_2019
"""P308_24_176""",1134,human_liver_2019
"""P308_24_177""",1060,human_liver_2019
"""P308_24_178""",1295,human_liver_2019
"""P308_24_180""",1554,human_liver_2019
"""P308_24_181""",1820,human_liver_2019
"""P308_24_182""",1656,human_liver_2019
"""P308_24_183""",948,human_liver_2019
"""P308_24_185""",2071,human_liver_2019
"""P308_24_186""",188,human_liver_2019
"""P308_24_188""",2905,human_liver_2019
"""P308_24_190""",187,human_liver_2019
"""P308_24_191""",1036,human_liver_2019
"""P308_24_192""",636,human_liver_2019
"""P308_25_1""",1175,human_liver_2019
"""P308_25_2""",1349,human_liver_2019
"""P308_25_4""",1935,human_liver_2019
"""P308_25_7""",1471,human_liver_2019
"""P308_25_8""",827,human_liver_2019
"""P308_25_9""",2212,human_liver_2019
"""P308_25_11""",694,human_liver_2019
"""P308_25_12""",806,human_liver_2019
"""P308_25_13""",1757,human_liver_2019
"""P308_25_14""",640,human_liver_2019
"""P308_25_15""",1823,human_liver_2019
"""P308_25_16""",2326,human_liver_2019
"""P308_25_17""",1005,human_liver_2019
"""P308_25_18""",311,human_liver_2019
"""P308_25_19""",302,human_liver_2019
"""P308_25_20""",1172,human_liver_2019
"""P308_25_21""",2284,human_liver_2019
"""P308_25_22""",224,human_liver_2019
"""P308_25_24""",1688,human_liver_2019
"""P308_25_25""",293,human_liver_2019
"""P308_25_26""",229,human_liver_2019
"""P308_25_27""",1566,human_liver_2019
"""P308_25_28""",153,human_liver_2019
"""P308_25_29""",710,human_liver_2019
"""P308_25_30""",1165,human_liver_2019
"""P308_25_31""",2628,human_liver_2019
"""P308_25_32""",2472,human_liver_2019
"""P308_25_34""",335,human_liver_2019
"""P308_25_35""",373,human_liver_2019
"""P308_25_36""",1822,human_liver_2019
"""P308_25_37""",597,human_liver_2019
"""P308_25_39""",921,human_liver_2019
"""P308_25_40""",2618,human_liver_2019
"""P308_25_41""",2486,human_liver_2019
"""P308_25_42""",1256,human_liver_2019
"""P308_25_44""",3091,human_liver_2019
"""P308_25_45""",168,human_liver_2019
"""P308_25_47""",359,human_liver_2019
"""P308_25_48""",169,human_liver_2019
"""P308_25_49""",213,human_liver_2019
"""P308_25_50""",1088,human_liver_2019
"""P308_25_51""",1475,human_liver_2019
"""P308_25_52""",1697,human_liver_2019
"""P308_25_54""",200,human_liver_2019
"""P308_25_55""",724,human_liver_2019
"""P308_25_56""",624,human_liver_2019
"""P308_25_57""",1660,human_liver_2019
"""P308_25_58""",1215,human_liver_2019
"""P308_25_60""",355,human_liver_2019
"""P308_25_61""",1706,human_liver_2019
"""P308_25_62""",633,human_liver_2019
"""P308_25_64""",1508,human_liver_2019
"""P308_25_65""",273,human_liver_2019
"""P308_25_67""",2692,human_liver_2019
"""P308_25_69""",1740,human_liver_2019
"""P308_25_70""",1612,human_liver_2019
"""P308_25_71""",1861,human_liver_2019
"""P308_25_72""",94,human_liver_2019
"""P308_25_73""",525,human_liver_2019
"""P308_25_74""",2006,human_liver_2019
"""P308_25_75""",1145,human_liver_2019
"""P308_25_76""",2473,human_liver_2019
"""P308_25_77""",2538,human_liver_2019
"""P308_25_78""",2124,human_liver_2019
"""P308_25_79""",928,human_liver_2019
"""P308_25_80""",2303,human_liver_2019
"""P308_25_81""",113,human_liver_2019
"""P308_25_82""",2330,human_liver_2019
"""P308_25_83""",3206,human_liver_2019
"""P308_25_84""",2103,human_liver_2019
"""P308_25_85""",269,human_liver_2019
"""P308_25_86""",992,human_liver_2019
"""P308_25_87""",2674,human_liver_2019
"""P308_25_88""",1317,human_liver_2019
"""P308_25_89""",559,human_liver_2019
"""P308_25_90""",2270,human_liver_2019
"""P308_25_91""",1603,human_liver_2019
"""P308_25_92""",3275,human_liver_2019
"""P308_25_93""",1992,human_liver_2019
"""P308_25_95""",1347,human_liver_2019
"""P308_25_96""",1479,human_liver_2019
"""P308_27_1""",1025,human_liver_2019
"""P308_27_8""",2397,human_liver_2019
"""P308_27_12""",1634,human_liver_2019
"""P308_27_14""",1308,human_liver_2019
"""P308_27_15""",1508,human_liver_2019
"""P308_27_18""",1923,human_liver_2019
"""P308_27_19""",1639,human_liver_2019
"""P308_27_22""",838,human_liver_2019
"""P308_27_24""",540,human_liver_2019
"""P308_27_25""",2200,human_liver_2019
"""P308_27_26""",1356,human_liver_2019
"""P308_27_27""",1808,human_liver_2019
"""P308_27_29""",1611,human_liver_2019
"""P308_27_31""",628,human_liver_2019
"""P308_27_32""",3069,human_liver_2019
"""P308_27_36""",1028,human_liver_2019
"""P308_27_39""",2113,human_liver_2019
"""P308_27_40""",1259,human_liver_2019
"""P308_27_44""",1265,human_liver_2019
"""P308_27_46""",1276,human_liver_2019
"""P308_27_48""",2056,human_liver_2019
"""P308_27_49""",323,human_liver_2019
"""P308_27_51""",2489,human_liver_2019
"""P308_27_53""",2147,human_liver_2019
"""P308_27_56""",1869,human_liver_2019
"""P308_27_59""",2886,human_liver_2019
"""P308_27_62""",2118,human_liver_2019
"""P308_27_63""",3962,human_liver_2019
"""P308_27_66""",2765,human_liver_2019
"""P308_27_69""",1359,human_liver_2019
"""P308_27_71""",1630,human_liver_2019
"""P308_27_74""",1998,human_liver_2019
"""P308_27_75""",312,human_liver_2019
"""P308_27_77""",2387,human_liver_2019
"""P308_27_78""",1954,human_liver_2019
"""P308_27_79""",1501,human_liver_2019
"""P308_27_82""",1343,human_liver_2019
"""P308_27_84""",697,human_liver_2019
"""P308_27_85""",1259,human_liver_2019
"""P308_27_87""",2194,human_liver_2019
"""P308_27_88""",2598,human_liver_2019
"""P308_27_91""",475,human_liver_2019
"""P308_27_92""",682,human_liver_2019
"""P308_27_94""",1620,human_liver_2019
"""P308_27_114""",59,human_liver_2019
"""P308_28_59""",675,human_liver_2019
"""P308_28_97""",1831,human_liver_2019
"""P308_28_98""",2741,human_liver_2019
"""P308_28_99""",1529,human_liver_2019
"""P308_28_100""",293,human_liver_2019
"""P308_28_106""",1851,human_liver_2019
"""P308_28_107""",1529,human_liver_2019
"""P308_28_108""",2201,human_liver_2019
"""P308_28_113""",1917,human_liver_2019
"""P308_28_114""",445,human_liver_2019
"""P308_28_115""",1402,human_liver_2019
"""P308_28_121""",1665,human_liver_2019
"""P308_28_122""",3155,human_liver_2019
"""P308_28_123""",1871,human_liver_2019
"""P308_28_124""",1160,human_liver_2019
"""P308_28_127""",622,human_liver_2019
"""P308_28_129""",369,human_liver_2019
"""P308_28_130""",2545,human_liver_2019
"""P308_28_131""",1158,human_liver_2019
"""P308_28_132""",2374,human_liver_2019
"""P308_28_134""",1106,human_liver_2019
"""P308_28_136""",597,human_liver_2019
"""P308_28_138""",2142,human_liver_2019
"""P308_28_139""",2141,human_liver_2019
"""P308_28_140""",1681,human_liver_2019
"""P308_28_142""",391,human_liver_2019
"""P308_28_145""",1320,human_liver_2019
"""P308_28_146""",1773,human_liver_2019
"""P308_28_147""",1202,human_liver_2019
"""P308_28_148""",1106,human_liver_2019
"""P308_28_150""",668,human_liver_2019
"""P308_28_153""",1997,human_liver_2019
"""P308_28_154""",574,human_liver_2019
"""P308_28_155""",1419,human_liver_2019
"""P308_28_157""",526,human_liver_2019
"""P308_28_158""",648,human_liver_2019
"""P308_28_160""",509,human_liver_2019
"""P308_28_161""",1669,human_liver_2019
"""P308_28_162""",1979,human_liver_2019
"""P308_28_163""",2020,human_liver_2019
"""P308_28_164""",1542,human_liver_2019
"""P308_28_166""",690,human_liver_2019
"""P308_28_167""",2123,human_liver_2019
"""P308_28_168""",893,human_liver_2019
"""P308_28_169""",1962,human_liver_2019
"""P308_28_170""",1905,human_liver_2019
"""P308_28_171""",2501,human_liver_2019
"""P308_28_172""",1558,human_liver_2019
"""P308_28_173""",302,human_liver_2019
"""P308_28_177""",1368,human_liver_2019
"""P308_28_178""",2188,human_liver_2019
"""P308_28_179""",1731,human_liver_2019
"""P308_28_184""",1473,human_liver_2019
"""P308_28_188""",1345,human_liver_2019
"""P308_28_191""",1348,human_liver_2019
"""P308_29_1""",1153,human_liver_2019
"""P308_29_3""",1407,human_liver_2019
"""P308_29_9""",1409,human_liver_2019
"""P308_29_11""",1175,human_liver_2019
"""P308_29_17""",601,human_liver_2019
"""P308_29_18""",2155,human_liver_2019
"""P308_29_19""",1842,human_liver_2019
"""P308_29_20""",2237,human_liver_2019
"""P308_29_26""",421,human_liver_2019
"""P308_29_27""",1362,human_liver_2019
"""P308_29_28""",1381,human_liver_2019
"""P308_29_33""",349,human_liver_2019
"""P308_29_34""",212,human_liver_2019
"""P308_29_35""",680,human_liver_2019
"""P308_29_36""",1266,human_liver_2019
"""P308_29_42""",445,human_liver_2019
"""P308_29_43""",1349,human_liver_2019
"""P308_29_44""",2053,human_liver_2019
"""P308_29_49""",1529,human_liver_2019
"""P308_29_50""",1624,human_liver_2019
"""P308_29_51""",1393,human_liver_2019
"""P308_29_57""",912,human_liver_2019
"""P308_29_58""",1252,human_liver_2019
"""P308_29_59""",1553,human_liver_2019
"""P308_29_67""",1444,human_liver_2019
"""P308_29_68""",1607,human_liver_2019
"""P308_29_73""",521,human_liver_2019
"""P308_29_74""",707,human_liver_2019
"""P308_29_75""",711,human_liver_2019
"""P308_29_76""",1401,human_liver_2019
"""P308_29_81""",907,human_liver_2019
"""P308_29_82""",745,human_liver_2019
"""P308_29_83""",699,human_liver_2019
"""P308_29_84""",1264,human_liver_2019
"""P308_29_89""",931,human_liver_2019
"""P308_29_91""",1216,human_liver_2019
"""P308_29_92""",2133,human_liver_2019
"""P308_29_97""",1390,human_liver_2019
"""P308_29_98""",839,human_liver_2019
"""P308_29_99""",569,human_liver_2019
"""P308_29_100""",585,human_liver_2019
"""P308_29_107""",648,human_liver_2019
"""P308_29_108""",1333,human_liver_2019
"""P308_29_113""",841,human_liver_2019
"""P308_29_114""",2163,human_liver_2019
"""P308_29_115""",1865,human_liver_2019
"""P308_29_116""",1470,human_liver_2019
"""P308_29_121""",377,human_liver_2019
"""P308_29_122""",2932,human_liver_2019
"""P308_29_123""",948,human_liver_2019
"""P308_29_124""",544,human_liver_2019
"""P308_29_129""",1120,human_liver_2019
"""P308_29_131""",825,human_liver_2019
"""P308_29_132""",1350,human_liver_2019
"""P308_29_137""",1627,human_liver_2019
"""P308_29_138""",535,human_liver_2019
"""P308_29_139""",1398,human_liver_2019
"""P308_29_145""",1311,human_liver_2019
"""P308_29_146""",1038,human_liver_2019
"""P308_29_148""",297,human_liver_2019
"""P308_29_153""",1546,human_liver_2019
"""P308_29_154""",1059,human_liver_2019
